,Number_of_Priors,score_factor,Age_Above_FourtyFive,Age_Below_TwentyFive,African_American,Female,Misdemeanor,Two_yr_Recidivism
1791,0,1,0,0,1,0,0,1
1793,0,0,1,0,0,0,1,0
1794,0,0,0,0,0,0,0,0
1796,9,1,1,0,0,0,0,1
1797,0,1,0,1,1,0,0,1
1798,4,1,0,0,1,0,0,0
1799,1,1,0,0,0,0,0,1
1800,2,1,0,0,0,0,0,0
1801,4,0,1,0,1,1,0,0
1802,0,0,1,0,1,1,0,0
1803,12,1,0,0,1,0,0,1
1804,0,0,0,0,0,0,1,0
1805,5,1,0,0,1,1,0,0
1806,2,1,0,1,1,0,0,0
1807,0,0,0,0,0,0,1,0
1808,1,1,0,0,0,0,0,0
1809,11,0,1,0,0,0,0,1
1810,2,0,1,0,0,0,0,0
1811,4,0,1,0,1,0,1,0
1813,21,1,1,0,1,0,0,1
1814,1,0,1,0,0,1,0,0
1815,0,0,1,0,0,1,0,0
1816,0,0,0,0,1,0,1,0
1817,5,1,0,0,0,0,1,1
1818,1,1,0,1,1,0,0,1
1819,26,1,0,0,1,0,0,1
1820,1,1,0,1,1,0,0,1
1821,0,1,0,1,1,0,0,0
1822,4,1,0,0,1,0,0,1
1823,3,1,0,0,1,1,0,1
1824,3,0,0,0,0,0,0,1
1825,0,0,1,0,0,0,1,0
1826,11,1,0,0,0,0,0,1
1827,5,1,1,0,1,0,0,1
1829,18,0,0,0,1,0,0,1
1830,15,1,0,0,1,0,0,0
1831,0,0,0,0,1,0,0,0
1832,8,0,0,0,1,0,1,1
1834,0,0,0,0,0,1,0,0
1837,6,1,0,0,0,0,1,0
1838,3,0,0,0,1,0,0,1
1839,0,0,0,0,1,1,1,0
1840,2,1,0,0,0,1,0,1
1841,3,0,0,0,1,0,0,0
1842,1,0,0,0,0,0,1,0
1843,5,1,0,0,0,0,0,1
1845,1,0,1,0,0,0,1,0
1846,2,0,0,0,0,0,0,0
1847,0,0,1,0,0,0,1,0
1848,4,1,0,0,0,1,1,1
1849,9,1,1,0,0,0,0,0
1850,0,0,0,0,0,1,0,0
1851,0,0,0,1,0,0,0,0
1852,0,0,0,1,1,0,0,1
1853,4,1,0,0,1,0,1,1
1854,0,0,1,0,0,0,1,0
1855,4,1,0,0,1,0,0,0
1856,0,0,0,0,0,0,1,1
1857,3,1,0,0,1,0,0,1
1858,1,0,1,0,1,0,0,0
1859,3,0,0,0,0,0,0,1
1861,14,1,0,0,1,0,0,1
1862,0,1,0,1,1,0,1,0
1863,0,0,1,0,0,0,0,0
1864,37,1,0,0,1,0,1,1
1865,2,1,0,1,1,0,0,0
1866,0,0,0,0,1,0,1,1
1867,2,1,0,0,1,0,0,1
1868,2,0,0,0,0,1,0,0
1869,7,0,0,0,1,1,0,1
1870,0,0,0,0,1,0,1,1
1871,1,0,0,0,1,0,0,0
1872,3,0,0,0,1,1,0,1
1873,1,0,0,0,1,0,0,1
1874,0,0,0,0,1,0,0,0
1875,1,0,0,0,1,0,0,0
1876,15,1,0,0,1,0,0,1
1877,6,1,1,0,1,0,0,1
1878,17,1,0,1,1,0,0,1
1880,1,1,0,1,1,0,0,1
1882,0,0,0,1,1,0,0,0
1885,1,0,1,0,1,1,0,0
1886,1,0,0,0,1,0,1,1
1887,10,1,1,0,1,0,0,1
1888,1,1,0,1,0,0,0,0
1889,6,1,0,0,0,0,0,1
1890,1,0,1,0,1,0,1,1
1891,0,0,1,0,0,0,1,0
1892,9,1,0,0,1,1,1,1
1893,0,0,1,0,0,0,1,0
1894,10,1,0,0,1,0,0,1
1895,3,1,0,1,0,0,0,1
1897,0,1,1,0,1,0,1,0
1898,3,1,0,1,1,0,0,1
1899,13,1,0,0,1,0,0,0
1900,3,0,1,0,1,0,1,1
1901,5,0,0,0,1,0,0,1
1902,2,0,1,0,1,0,0,0
1903,0,1,0,1,0,0,1,1
1904,1,0,1,0,0,0,1,0
1905,0,0,0,1,0,1,0,1
1906,0,1,0,1,1,0,1,0
1907,1,0,1,0,1,0,0,0
1908,0,0,0,0,0,1,0,0
1909,0,0,0,0,0,0,1,0
1910,0,0,0,0,0,0,0,1
1911,2,1,0,0,1,0,0,1
1912,3,0,0,0,0,0,0,0
1913,3,0,0,0,1,0,1,1
1914,7,1,0,0,1,0,0,1
1915,1,0,0,0,1,0,0,0
1916,0,1,0,0,0,0,0,1
1917,2,0,0,0,0,1,0,0
1919,21,1,0,0,1,0,0,1
1920,0,0,0,0,0,1,1,0
1921,0,1,0,1,1,0,0,1
1922,0,0,0,0,1,1,1,0
1923,25,1,0,0,1,0,0,1
1924,0,1,0,1,0,1,0,0
1925,0,1,0,0,0,0,1,1
1926,0,0,0,0,0,0,0,0
1927,0,1,1,0,0,0,0,1
1928,0,0,0,0,0,0,0,1
1929,1,0,0,0,0,0,1,0
1930,12,1,0,0,1,1,0,1
1931,3,0,0,0,1,0,0,0
1932,15,0,1,0,1,0,0,1
1933,9,0,0,0,1,0,0,1
1934,1,0,0,0,1,1,0,0
1935,1,1,0,1,1,0,1,0
1936,1,0,1,0,1,0,0,0
1937,1,0,0,0,0,0,1,0
1938,3,1,0,1,1,0,0,1
1939,1,0,0,0,0,0,1,1
1940,1,0,0,0,0,0,0,0
1941,1,1,0,1,0,0,0,1
1943,1,0,0,1,1,0,0,1
1944,5,1,0,0,0,0,0,0
1945,6,1,0,0,1,0,1,1
1946,1,0,1,0,1,0,1,0
1947,2,0,0,0,1,1,1,1
1948,0,0,0,0,0,0,1,0
1949,22,1,1,0,1,0,0,1
1950,4,0,0,0,1,0,0,1
1951,2,0,0,0,0,0,0,0
1952,1,1,0,1,1,1,0,0
1954,3,1,0,1,1,0,0,0
1955,2,0,0,0,1,0,0,0
1956,7,0,0,0,1,0,0,1
1957,14,1,0,0,1,1,0,1
1958,2,1,0,0,0,0,1,0
1959,6,1,0,1,1,0,0,1
1961,2,0,0,0,1,0,1,0
1963,0,1,0,1,1,1,0,0
1964,0,0,0,1,0,0,0,0
1965,5,1,0,0,1,0,0,1
1966,4,0,0,0,0,0,1,0
1969,1,1,0,1,1,0,0,1
1970,1,0,1,0,0,0,0,0
1971,0,0,0,1,1,1,0,0
1973,2,0,0,0,0,1,0,0
1974,8,1,0,0,0,0,0,1
1975,2,0,0,0,0,0,0,0
1976,0,0,0,0,0,0,0,1
1977,1,0,0,1,1,0,0,0
1978,3,1,0,0,1,0,0,0
1979,0,0,0,1,0,0,0,0
1980,0,1,0,1,0,0,0,1
1981,4,0,0,0,0,1,0,1
1982,1,0,0,1,1,0,0,1
1984,3,0,1,0,1,0,0,0
1985,7,1,0,0,1,0,0,1
1986,1,1,0,1,1,0,0,1
1987,0,0,0,0,0,0,1,0
1988,3,0,1,0,0,0,0,0
1990,0,0,1,0,1,0,0,0
1991,17,1,1,0,1,0,0,1
1992,8,1,0,0,1,0,0,1
1993,1,1,0,1,0,0,0,0
1994,0,0,0,0,0,0,1,1
1995,1,1,0,0,0,0,1,1
1996,1,0,0,0,1,0,0,0
1997,2,0,0,1,1,0,0,1
1998,4,0,1,0,0,0,0,0
1999,4,0,0,0,1,0,0,0
2001,0,1,0,0,0,0,1,0
2002,1,0,1,0,0,0,1,1
2004,1,0,1,0,0,0,0,0
2005,1,0,1,0,1,0,1,1
2006,0,0,1,0,0,0,0,0
2007,3,1,0,1,0,0,1,1
2008,1,0,0,0,1,0,0,0
2010,10,1,0,0,1,1,1,1
2011,10,1,0,0,1,0,1,1
2012,6,1,0,0,1,0,0,1
2013,0,0,0,0,1,0,0,0
2014,10,1,1,0,0,0,0,0
2015,1,1,0,0,1,0,0,1
2016,10,1,1,0,1,0,0,1
2017,4,0,0,0,1,0,1,0
2018,10,1,0,0,0,0,0,1
2019,0,0,1,0,0,1,1,0
2020,3,1,0,0,1,0,1,0
2021,1,1,0,1,1,0,0,1
2022,0,1,1,0,0,0,0,0
2023,16,1,0,0,0,0,1,0
2024,4,1,0,1,1,0,0,1
2025,0,1,0,1,1,0,0,1
2026,0,0,1,0,0,0,0,0
2027,0,0,0,0,0,1,1,0
2028,0,0,0,0,0,0,0,0
2029,7,1,1,0,1,1,0,0
2030,0,0,0,0,1,0,1,0
2031,0,1,0,0,0,0,1,0
2032,3,0,0,0,1,0,0,1
2033,1,1,0,1,1,0,0,1
2034,0,0,0,0,0,0,1,0
2035,11,1,0,0,0,0,0,1
2036,0,0,0,1,1,0,0,0
2037,10,1,1,0,1,0,0,1
2038,4,1,0,0,1,0,0,1
2039,1,0,0,0,1,0,0,1
2040,0,0,0,0,1,0,0,0
2041,1,0,1,0,1,0,0,0
2042,0,1,0,1,1,0,1,0
2043,0,0,0,0,1,1,1,0
2046,16,1,1,0,1,0,0,1
2047,4,1,0,0,1,0,0,0
2048,8,1,0,0,1,0,0,0
2049,0,0,0,0,1,1,1,0
2050,1,1,0,0,1,0,1,0
2051,0,0,0,0,0,0,1,0
2053,0,0,0,0,1,1,0,0
2054,9,1,0,0,1,0,0,1
2055,1,1,1,0,1,0,0,0
2056,1,0,0,0,0,0,0,0
2057,0,0,1,0,0,1,1,1
2058,8,1,1,0,1,1,0,0
2059,5,1,0,0,1,0,0,1
2060,13,0,1,0,1,0,0,1
2062,8,0,0,0,1,0,0,1
2063,0,0,0,1,1,0,1,0
2064,1,1,0,1,1,0,0,0
2065,0,0,1,0,0,0,1,0
2066,0,0,1,0,0,0,0,0
2067,1,0,0,0,0,0,0,0
2068,1,0,0,1,1,0,0,1
2069,5,1,1,0,0,0,0,1
2070,0,0,1,0,0,0,1,0
2072,1,0,0,0,1,1,0,0
2073,0,0,0,0,1,1,0,0
2074,1,1,0,1,1,0,0,1
2075,0,0,0,0,0,0,0,1
2076,1,1,0,0,1,0,0,1
2077,1,0,1,0,0,0,1,0
2078,2,1,0,1,1,0,0,0
2079,33,1,1,0,0,0,0,1
2080,1,0,1,0,0,1,0,0
2081,1,1,0,1,1,0,1,1
2082,4,1,0,1,1,0,0,1
2085,0,0,0,0,1,0,0,0
2087,1,0,0,0,1,0,1,0
2088,4,0,0,0,0,0,0,0
2089,0,0,0,0,0,1,0,0
2090,14,1,0,0,0,0,0,0
2091,1,0,1,0,0,0,1,0
2092,15,1,0,0,1,0,0,0
2093,1,0,0,1,1,0,0,0
2094,1,0,1,0,1,0,1,0
2095,2,1,0,0,0,0,0,1
2096,1,1,0,0,0,0,1,0
2097,1,1,0,0,1,0,0,1
2098,18,1,0,0,1,0,1,1
2099,1,1,0,1,1,0,0,1
2100,1,0,0,0,0,0,0,1
2101,3,0,1,0,1,0,1,0
2102,14,1,0,0,1,1,0,0
2103,7,1,0,0,1,0,0,1
2104,20,1,0,0,1,0,0,1
2105,0,1,0,0,0,0,0,1
2106,0,0,0,1,0,0,1,1
2107,1,0,0,0,1,1,1,0
2108,0,0,1,0,0,0,1,0
2109,5,1,0,0,1,0,0,1
2110,3,1,0,1,0,0,0,1
2112,0,0,1,0,0,0,1,0
2113,0,0,0,0,0,1,1,0
2114,1,0,0,0,0,0,1,1
2115,1,1,0,0,1,0,1,0
2116,2,0,0,1,0,0,1,0
2117,16,1,0,0,1,0,0,1
2118,0,0,0,0,0,0,0,0
2119,1,0,0,1,0,0,1,0
2120,1,1,0,0,1,0,0,1
2121,0,0,0,0,0,0,0,0
2122,0,0,0,0,0,0,0,0
2123,1,0,0,0,0,0,0,0
2124,1,0,0,0,0,0,0,1
2125,0,1,1,0,1,0,0,1
2126,7,1,0,0,1,0,0,0
2127,0,0,0,0,1,0,1,0
2128,8,1,0,0,1,0,0,1
2129,0,0,1,0,0,0,1,0
2130,0,0,1,0,1,0,1,1
2131,1,0,0,0,1,0,1,0
2132,0,0,0,0,0,0,0,1
2133,1,1,0,0,0,1,1,1
2134,9,0,0,0,0,0,1,1
2135,2,0,1,0,1,0,0,1
2136,1,1,0,0,1,0,0,1
2137,2,0,0,0,1,0,0,0
2139,4,1,0,1,1,1,1,1
2140,1,0,0,1,1,0,1,0
2142,2,0,1,0,1,1,0,0
2143,2,1,0,0,1,0,1,1
2144,0,0,0,0,1,1,1,0
2145,0,1,0,1,0,0,0,1
2146,0,0,1,0,0,1,1,0
2147,0,0,1,0,0,0,0,0
2148,1,0,1,0,1,0,1,0
2149,3,0,1,0,1,0,1,1
2150,5,1,0,0,1,0,0,0
2151,1,0,1,0,0,0,0,0
2154,2,1,0,1,1,0,0,1
2155,5,1,0,0,1,0,0,1
2156,4,1,0,0,1,0,1,0
2157,1,0,0,1,1,0,0,1
2158,7,0,0,0,1,1,0,0
2159,0,0,0,0,1,1,0,0
2160,3,1,0,0,1,1,0,1
2162,0,0,1,0,0,0,1,0
2163,0,0,0,0,0,0,1,0
2164,0,0,0,0,0,0,1,0
2165,0,0,1,0,0,0,1,0
2166,0,1,0,1,1,0,1,0
2167,22,1,1,0,1,0,1,0
2168,0,0,0,0,1,0,1,0
2169,9,1,0,0,1,0,0,1
2170,1,0,0,1,0,0,0,0
2171,0,0,0,0,0,0,1,0
2172,0,1,1,0,1,0,0,1
2173,10,1,0,0,1,0,0,1
2174,0,0,0,1,0,0,0,0
2175,0,0,1,0,0,1,0,1
2176,2,0,1,0,0,0,1,1
2178,0,1,0,1,1,1,0,1
2180,0,0,0,0,0,0,0,1
2181,11,1,0,0,1,0,0,1
2182,5,0,0,0,0,0,1,0
2183,0,0,1,0,1,1,1,0
2184,13,1,0,0,1,0,0,1
2186,13,1,0,0,0,0,0,1
2187,5,1,0,0,1,0,1,1
2189,0,0,0,1,1,0,0,0
2190,8,0,0,0,1,0,0,1
2193,13,1,0,0,1,1,0,0
2194,0,0,0,1,1,0,0,1
2195,0,0,0,1,1,0,0,1
2196,2,0,1,0,0,0,1,0
2197,5,1,0,0,1,1,0,1
2198,7,1,1,0,1,0,0,0
2199,0,1,0,1,1,1,0,0
2200,6,1,0,0,1,0,1,1
2201,3,1,0,0,0,0,0,0
2202,3,1,0,0,1,0,0,1
2203,0,0,0,0,0,0,1,0
2204,1,0,0,0,1,0,0,1
2206,1,0,0,0,1,0,0,1
2208,1,1,0,1,1,0,0,0
2209,3,1,0,0,0,0,0,1
2210,0,0,0,0,0,0,1,0
2211,0,0,0,0,0,0,0,0
2212,0,0,0,0,1,0,0,0
2214,1,0,1,0,0,0,0,0
2215,0,0,1,0,0,0,1,0
2216,14,1,1,0,1,0,0,1
2217,1,1,0,1,1,0,0,1
2218,6,1,0,0,0,0,1,0
2219,2,0,1,0,0,1,0,1
2220,7,0,0,0,1,0,0,0
2221,1,0,0,0,0,0,1,0
2222,7,1,1,0,1,0,0,1
2223,0,0,1,0,0,0,1,0
2224,0,0,0,0,0,0,1,0
2225,0,1,0,0,1,0,1,1
2226,4,1,0,0,1,0,1,1
2227,0,0,0,0,1,0,0,0
2229,2,1,0,0,0,0,0,1
2230,0,0,0,0,1,1,1,1
2235,1,0,0,1,1,0,0,1
2236,0,1,0,0,1,0,0,1
2237,2,0,1,0,1,0,0,1
2238,1,0,0,0,1,0,0,0
2239,12,1,0,0,1,0,1,1
2240,0,1,0,0,1,0,0,1
2241,0,1,0,0,1,0,1,0
2242,0,0,0,0,0,0,1,0
2243,1,0,0,0,1,1,0,0
2244,4,0,0,0,0,0,1,0
2245,1,0,1,0,0,0,0,0
2246,0,1,0,1,1,0,0,0
2247,0,1,0,0,0,0,0,0
2248,1,1,0,1,1,0,0,0
2249,7,1,0,0,0,0,1,1
2250,11,1,0,0,1,0,0,1
2251,0,0,1,0,1,0,1,0
2253,1,0,0,0,1,0,0,0
2254,0,0,0,0,0,1,1,0
2256,0,0,0,0,1,1,1,0
2258,0,0,1,0,1,0,1,0
2259,2,0,0,0,0,0,1,0
2260,0,1,0,0,1,0,0,0
2261,3,1,0,0,1,0,0,0
2262,3,1,0,1,0,0,1,1
2263,19,1,1,0,0,0,0,1
2265,1,1,0,0,1,0,0,0
2266,1,0,1,0,0,1,0,1
2267,3,1,0,0,0,0,0,1
2268,4,1,0,1,0,0,0,1
2269,6,1,0,0,1,0,0,0
2270,0,0,0,1,1,0,0,0
2271,2,1,0,0,1,0,0,1
2272,3,0,0,0,1,0,1,0
2273,0,0,1,0,0,1,1,0
2274,0,0,0,0,0,0,0,0
2275,4,0,0,0,0,0,0,1
2276,2,0,0,0,0,1,0,0
2277,3,0,0,1,0,0,0,1
2278,3,0,0,0,0,0,1,1
2279,0,0,1,0,0,1,1,0
2280,3,0,0,1,0,0,0,1
2281,2,0,0,0,1,0,1,0
2282,0,0,0,0,1,0,0,0
2283,0,0,0,0,0,0,1,0
2284,13,1,0,0,1,0,0,0
2285,6,1,0,0,1,0,0,0
2287,0,1,0,1,1,0,0,0
2288,1,0,0,0,0,0,0,0
2289,0,1,0,1,0,0,0,1
2290,10,1,0,0,1,0,0,0
2291,1,0,1,0,0,0,0,0
2292,13,1,0,0,1,0,1,1
2293,0,0,0,0,1,0,0,0
2294,1,0,0,1,1,0,1,0
2295,3,1,0,1,0,0,1,1
2296,8,1,0,0,1,0,1,1
2297,0,0,1,0,1,0,0,1
2298,7,1,0,0,0,0,0,1
2299,6,1,0,0,0,0,0,1
2300,25,1,0,0,1,0,0,1
2301,9,1,1,0,1,0,1,0
2302,1,0,0,1,1,0,0,0
2303,1,0,1,0,0,1,1,0
2304,7,1,1,0,0,0,0,1
2305,2,0,0,0,0,0,1,0
2307,0,1,0,0,0,1,0,0
2308,3,1,0,0,1,1,0,0
2309,0,0,0,0,1,0,0,1
2310,0,1,0,1,1,1,1,1
2311,0,0,0,1,1,0,1,1
2312,0,0,1,0,0,0,0,0
2313,8,1,1,0,1,0,1,1
2314,5,0,0,0,1,0,0,1
2315,0,1,0,0,1,0,0,0
2316,3,1,0,1,0,0,1,1
2317,14,1,0,0,1,0,1,1
2318,5,1,0,0,1,0,0,0
2319,0,0,1,0,1,0,0,0
2320,0,1,0,1,1,0,0,0
2321,1,0,1,0,1,0,1,0
2322,0,0,0,1,1,0,0,1
2323,1,0,0,0,0,0,0,1
2324,1,1,0,0,0,1,1,1
2325,0,0,1,0,1,0,1,1
2326,13,1,0,0,1,0,0,1
2327,4,0,0,0,0,1,0,0
2328,0,1,0,1,1,0,0,0
2329,10,0,1,0,0,0,0,0
2330,2,0,0,0,0,0,1,0
2331,7,1,0,0,0,0,0,1
2332,0,1,0,1,1,0,0,0
2333,0,0,0,0,0,0,0,0
2334,0,0,0,1,1,0,0,1
2336,0,1,0,0,0,0,0,0
2337,0,0,1,0,0,0,0,0
2339,0,0,1,0,0,0,0,0
2340,1,0,0,0,0,1,0,1
2341,9,1,0,0,1,0,1,1
2342,9,1,0,0,1,0,0,1
2343,3,1,0,0,1,0,1,1
2345,0,1,0,0,1,1,1,1
2346,0,0,0,0,1,1,0,0
2347,22,1,0,0,1,0,0,1
2348,2,0,0,1,0,0,0,0
2349,8,1,0,0,1,0,1,1
2350,2,0,0,0,0,0,0,0
2351,7,0,0,0,1,0,0,0
2352,0,0,0,0,0,1,0,1
2353,10,1,0,0,1,0,0,1
2355,2,1,0,0,0,0,0,1
2356,0,0,0,0,1,0,0,0
2358,9,1,0,0,1,1,0,1
2359,16,1,0,0,1,0,0,1
2360,3,0,0,0,0,0,0,1
2362,4,1,0,0,0,0,0,1
2363,2,1,0,1,0,0,0,1
2365,5,1,0,0,1,0,1,1
2366,2,0,0,0,1,0,1,0
2367,9,1,1,0,1,0,0,1
2368,7,0,0,0,1,0,0,1
2371,0,0,0,0,1,0,1,0
2372,3,1,0,0,1,0,1,0
2373,0,0,0,0,1,1,0,0
2374,2,0,1,0,0,0,1,0
2375,12,1,1,0,1,0,1,0
2376,0,1,0,0,0,0,0,0
2377,0,1,0,0,1,0,0,1
2378,0,0,0,0,0,0,1,0
2379,5,1,0,0,1,0,1,0
2380,1,0,0,0,1,0,0,1
2381,9,1,1,0,1,0,0,0
2383,12,1,0,0,1,0,0,1
2384,0,0,0,1,1,0,0,0
2385,4,1,0,0,1,0,0,1
2386,0,0,0,1,1,0,0,1
2388,4,0,0,0,1,0,1,0
2391,2,0,1,0,0,0,0,0
2392,1,0,0,0,1,0,1,0
2396,0,1,0,1,0,0,0,1
2397,1,0,1,0,0,0,0,0
2398,5,1,0,0,1,0,0,0
2400,3,1,0,1,1,0,0,1
2401,1,1,0,1,1,0,0,0
2402,1,1,0,1,0,0,0,1
2403,6,1,0,0,1,0,1,1
2404,14,1,0,0,1,0,1,1
2405,6,0,1,0,1,0,1,1
2406,7,1,1,0,1,0,0,1
2407,1,1,0,0,1,0,1,0
2408,2,0,1,0,0,0,0,0
2409,22,1,0,0,1,0,0,0
2411,1,0,0,1,1,0,1,1
2412,0,1,0,1,0,0,0,0
2413,0,1,0,1,1,0,0,1
2414,4,1,0,0,1,0,1,0
2415,1,1,0,0,1,0,1,1
2416,24,1,1,0,1,0,1,1
2418,0,1,0,0,1,0,0,0
2419,1,0,0,1,1,0,0,0
2420,0,0,0,0,0,0,0,0
2421,5,0,1,0,1,0,0,0
2423,2,0,0,0,1,0,0,1
2425,2,1,0,1,1,0,0,1
2426,1,0,1,0,0,0,0,1
2427,0,1,0,1,1,0,0,1
2428,5,0,0,0,0,0,1,1
2429,0,0,0,1,0,0,0,0
2430,1,1,0,0,1,0,1,1
2432,0,0,1,0,0,0,1,0
2434,3,1,0,0,1,1,1,1
2436,2,1,0,0,1,0,0,0
2437,0,0,1,0,0,0,1,0
2438,1,1,0,1,1,0,1,1
2440,3,1,0,1,1,0,0,1
2441,9,0,0,0,0,0,1,1
2442,1,0,1,0,0,0,1,0
2443,18,1,1,0,1,0,1,1
2444,1,1,0,1,1,0,0,1
2445,3,0,0,0,1,0,1,1
2446,6,1,0,0,1,0,0,1
2447,1,0,0,0,0,0,0,1
2448,1,1,0,0,0,0,0,0
2449,0,0,1,0,0,0,0,0
2450,3,0,0,0,1,0,1,0
2451,0,1,0,1,1,0,1,0
2452,18,0,1,0,0,0,1,1
2453,2,0,0,0,1,0,0,1
2454,0,0,1,0,0,0,1,0
2455,0,0,0,0,1,0,0,0
2457,6,1,0,0,1,0,0,0
2459,0,0,1,0,0,0,1,1
2460,3,0,0,0,1,0,0,0
2461,1,0,1,0,0,0,0,0
2462,0,0,0,0,0,0,1,0
2463,1,0,1,0,1,0,1,1
2464,3,0,1,0,0,0,0,0
2465,3,0,1,0,0,0,0,0
2466,0,0,0,1,0,1,0,0
2467,10,0,1,0,1,1,0,1
2468,0,1,0,0,1,0,0,0
2470,0,0,0,0,0,1,1,0
2472,1,0,1,0,0,0,1,1
2473,0,1,0,1,0,0,1,0
2475,9,1,0,0,0,0,1,1
2477,4,1,0,1,1,0,0,1
2478,1,0,1,0,0,0,1,0
2479,0,0,1,0,0,1,1,0
2480,2,1,0,1,0,1,1,0
2481,1,0,1,0,0,1,1,0
2482,6,1,0,1,0,0,0,0
2483,0,1,0,0,0,1,0,0
2484,2,1,0,0,0,1,0,0
2485,1,1,0,1,1,1,0,0
2486,2,0,0,1,1,0,0,1
2487,0,0,0,0,1,0,0,0
2488,0,0,0,1,1,0,0,0
2489,1,0,1,0,0,0,1,0
2490,6,1,0,0,1,0,0,1
2491,7,1,0,0,1,0,0,1
2492,5,0,0,0,1,0,0,1
2493,8,0,1,0,0,0,0,0
2494,7,0,1,0,0,1,0,1
2495,3,0,0,0,1,0,1,0
2496,1,1,0,0,1,1,0,1
2498,0,0,1,0,0,0,1,0
2499,0,0,0,0,0,0,0,0
2500,0,0,0,0,1,0,1,1
2501,0,0,0,0,1,0,1,0
2502,19,1,1,0,1,0,0,1
2503,24,1,1,0,1,0,0,0
2504,2,0,0,0,1,0,1,0
2505,9,1,0,0,0,0,0,1
2506,6,1,0,0,1,0,0,1
2507,3,0,0,1,1,0,0,1
2508,2,1,0,1,0,0,0,1
2510,1,0,0,0,1,0,0,1
2511,0,0,0,1,1,1,0,0
2512,9,1,0,0,1,0,0,0
2513,0,0,1,0,1,1,0,0
2514,1,0,0,1,1,0,0,0
2515,0,0,0,1,1,0,0,0
2516,10,1,0,0,0,0,0,1
2517,1,0,0,0,1,0,1,1
2518,0,1,0,1,0,0,0,0
2519,3,1,0,0,1,1,0,0
2520,0,1,0,1,1,0,0,1
2521,2,0,1,0,0,0,1,0
2522,1,0,1,0,1,0,0,0
2523,0,1,0,1,1,0,0,1
2525,20,1,1,0,1,0,0,0
2526,1,0,1,0,0,0,1,1
2527,0,0,0,1,1,1,0,0
2528,5,0,0,1,1,0,0,1
2529,3,1,0,0,1,1,0,1
2530,0,1,0,0,0,1,0,0
2531,0,0,0,1,0,0,0,0
2533,5,1,0,0,0,0,0,1
2536,3,1,0,1,0,0,0,1
2537,0,0,0,0,1,1,1,0
2538,1,0,0,0,0,1,0,0
2539,8,0,0,0,1,0,0,0
2540,3,0,0,0,0,0,0,0
2541,2,1,0,0,1,0,1,1
2542,0,0,0,0,1,0,0,1
2543,24,1,0,0,1,0,1,1
2545,3,0,0,0,1,1,1,0
2546,0,0,0,0,0,0,0,0
2548,9,1,0,0,1,0,1,0
2549,0,1,0,0,1,1,0,1
2550,1,0,0,0,1,1,1,0
2551,0,0,1,0,1,1,1,0
2552,0,0,0,1,0,0,0,1
2553,9,1,0,0,0,0,0,1
2554,0,0,1,0,1,0,0,1
2555,5,1,0,0,1,0,0,1
2556,7,1,1,0,1,1,1,0
2557,3,0,1,0,0,0,1,0
2558,0,1,0,0,0,0,1,1
2559,2,0,0,1,1,0,0,1
2561,9,1,0,0,0,0,0,0
2562,0,1,0,1,1,0,1,1
2564,5,1,0,0,1,0,0,1
2565,0,0,1,0,1,0,1,1
2566,5,1,0,0,1,0,0,0
2567,13,0,1,0,1,0,0,1
2568,2,0,0,0,1,0,0,0
2571,1,1,0,1,1,0,0,1
2572,0,0,1,0,0,0,1,0
2573,7,1,0,0,1,0,0,1
2574,0,0,0,0,1,0,1,0
2575,4,1,0,0,0,0,0,1
2576,2,1,0,1,1,1,1,0
2577,4,1,0,1,1,0,0,1
2578,0,0,0,0,0,0,1,1
2579,0,0,0,0,0,0,0,0
2581,2,1,0,0,1,0,0,1
2582,0,0,1,0,0,0,1,1
2583,1,1,0,0,0,0,0,0
2584,0,0,1,0,0,0,1,1
2585,7,1,0,0,1,0,0,1
2586,0,0,0,0,0,0,1,1
2587,1,1,0,1,1,1,0,1
2588,2,0,0,0,1,0,0,1
2590,10,1,0,0,1,0,0,1
2591,1,0,0,0,0,1,1,0
2592,12,1,0,0,1,0,1,1
2594,1,1,0,1,0,0,1,0
2595,1,0,0,0,0,0,0,0
2597,0,1,0,0,1,0,0,0
2598,1,1,0,1,1,0,0,1
2599,2,0,0,0,0,0,1,1
2600,5,1,0,0,1,0,1,0
2601,0,0,1,0,0,0,1,0
2602,0,1,0,1,1,0,0,0
2603,8,0,0,0,1,0,1,0
2604,0,0,0,0,0,1,0,0
2605,5,1,1,0,0,0,0,1
2606,0,0,0,1,1,1,1,0
2607,5,1,0,0,1,0,0,1
2608,1,0,1,0,0,1,0,0
2609,0,0,0,0,0,1,1,0
2610,20,1,1,0,0,0,0,1
2611,0,0,0,1,1,0,1,1
2614,6,0,1,0,1,0,0,0
2615,0,0,0,0,0,0,1,0
2617,1,1,0,1,1,0,0,1
2618,1,0,0,0,0,0,1,0
2620,0,1,0,0,0,0,1,1
2621,0,0,1,0,1,1,1,0
2622,0,0,1,0,0,0,1,0
2623,2,0,0,0,0,0,1,0
2625,0,0,0,1,1,0,1,0
2626,10,1,1,0,1,0,0,0
2627,17,1,0,0,0,0,0,0
2629,2,0,0,0,0,0,0,1
2630,3,0,1,0,1,0,1,1
2631,0,0,1,0,0,1,0,1
2632,0,1,0,1,1,0,1,1
2633,9,0,0,0,0,1,0,1
2634,6,0,1,0,1,0,0,0
2635,12,1,0,0,1,0,0,1
2636,1,0,0,0,0,0,0,0
2637,0,0,0,0,0,0,1,0
